team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,runBlockStrength,runBlockFootwork,passBlockStrength,passBlockFootwork,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,playAction,throwOnTheRun,height,weight,age
Browns,Marlon,Moore,WR,15,65,85,85,60,86,66,76,65,25,25,25,22,53,22,30,85,72,89,84,65,55,71,62,42,66,76,35,33,32,18,18,10,10,32,61,22,18,18,74,72,71,15,15,69,15,10,6,6,10,72,190,28
Ravens,Chris,Moore,WR,10,65,90,90,62,92,58,77,71,26,20,23,22,48,40,26,88,62,89,87,77,28,72,77,43,74,77,26,44,44,36,34,11,11,24,29,21,16,24,80,78,64,15,16,60,18,15,12,6,10,73,205,23
Colts,Antonio,Morrison,MLB,44,65,76,82,78,83,61,48,42,25,25,20,20,29,22,81,81,10,84,87,77,29,26,31,40,25,33,36,45,45,45,45,62,68,73,83,61,53,64,15,15,15,89,46,12,6,6,6,6,6,73,232,22
Chiefs,Dezman,Moses,LOLB,54,65,73,86,74,80,62,61,66,34,30,28,28,45,45,71,88,10,91,82,85,56,35,49,51,49,35,45,45,45,45,45,82,65,65,77,62,55,60,34,53,35,80,47,44,6,6,6,6,6,74,249,27
Giants,Owa,Odighizuwa,RE,58,65,85,88,79,82,49,50,55,25,25,20,20,45,45,80,89,10,74,82,74,35,25,25,35,35,30,45,45,45,45,45,76,61,77,69,49,40,49,15,15,15,73,40,15,6,6,6,6,6,75,267,24
Ravens,Zachary,Orr,MLB,54,65,81,83,62,72,66,50,60,20,20,20,20,45,45,77,82,10,93,84,90,39,32,25,25,35,34,45,45,45,45,45,73,54,75,82,66,60,70,25,24,15,81,50,20,6,6,6,6,6,72,255,24
Dolphins,Vinston,Painter,LT,71,65,72,81,85,69,52,25,35,22,20,15,15,74,75,45,70,10,83,77,82,20,15,10,10,10,10,74,84,77,76,70,50,40,36,35,30,10,12,12,10,10,39,10,12,6,6,6,6,6,76,310,26
Chargers,Tenny,Palepoi,RE,95,65,68,82,89,64,64,26,40,10,11,29,25,45,45,83,78,10,88,73,77,29,11,15,25,10,17,45,45,45,45,45,77,49,77,82,64,13,25,12,10,10,78,10,12,6,6,6,6,6,73,298,25
Titans,Nate,Palmer,MLB,50,65,80,88,79,74,66,50,55,12,15,14,12,45,45,80,86,10,89,82,83,40,25,29,28,35,45,45,45,45,45,45,58,71,70,79,66,56,66,40,35,15,77,20,55,6,6,6,6,6,74,248,26
Chiefs,Brian,Parker,TE,82,65,81,89,77,73,52,64,62,19,15,17,18,75,59,35,80,10,90,86,87,63,39,62,68,59,48,68,80,78,73,71,10,10,46,45,15,15,25,65,77,54,12,10,57,15,10,6,6,10,76,265,24
Jets,Charone,Peake,WR,17,65,93,94,66,89,50,75,68,31,26,23,22,49,44,27,86,65,82,88,77,65,74,78,70,71,77,25,44,44,36,34,11,11,39,37,21,16,24,72,78,66,15,16,67,26,22,24,24,22,74,209,23
Jets,Bryce,Petty,QB,9,65,77,83,56,76,48,30,61,91,77,20,20,15,14,17,81,5,79,87,85,49,45,69,33,49,50,19,18,17,16,16,5,5,23,30,10,10,15,7,5,5,7,5,7,80,74,71,76,73,75,230,25
Chargers,Darius,Philon,LE,93,65,74,87,79,74,53,44,45,35,32,30,30,45,45,78,80,10,89,74,82,44,22,29,51,25,25,45,45,45,45,45,65,79,74,84,53,25,40,15,10,10,81,35,12,6,6,6,6,6,73,300,22
Seahawks,Terry,Poole,LT,69,65,69,76,83,63,49,35,45,13,15,15,11,72,77,42,80,10,93,82,78,31,11,15,20,10,10,80,71,73,76,83,25,10,35,32,28,12,13,15,25,15,25,10,15,6,6,6,6,6,77,300,24
Vikings,Jhurell,Pressley,HB,42,65,92,95,79,92,42,49,75,31,28,21,20,25,40,33,80,62,85,86,80,72,70,68,84,74,76,40,44,43,49,47,11,12,26,38,20,14,19,40,45,45,21,16,45,40,35,33,33,40,70,206,24
Vikings,Jabari,Price,CB,25,65,89,89,60,87,56,49,64,17,17,15,22,45,45,55,78,44,87,90,71,24,70,66,22,73,69,45,45,45,45,45,36,35,56,74,56,73,79,45,43,20,48,65,15,6,6,6,6,6,71,200,24
Texans,D.J.,Reader,DT,98,65,61,78,87,67,57,29,31,24,21,17,17,31,26,77,77,9,88,83,84,29,15,18,25,17,16,42,46,45,44,45,76,55,79,79,57,18,26,16,14,13,79,13,15,6,6,6,6,6,75,327,22
Patriots,Elandon,Roberts,MLB,52,65,84,84,82,73,54,40,48,25,25,20,20,31,23,86,84,10,87,83,86,36,24,35,48,25,34,43,45,45,45,45,66,63,78,82,54,55,65,15,15,15,89,49,12,6,6,6,6,6,72,235,23
Chargers,Trevor,Robinson,C,60,65,62,77,89,59,75,15,40,29,9,9,14,68,68,38,79,10,90,79,85,20,10,10,10,10,10,81,82,75,79,72,10,10,27,48,31,9,11,15,15,15,20,10,15,6,6,6,6,6,77,300,26
Chiefs,Demarcus,Robinson,WR,14,65,88,91,59,93,57,75,68,24,18,23,22,45,38,23,88,71,89,90,76,34,72,77,41,71,84,26,44,44,36,34,11,11,22,34,21,16,24,83,77,65,15,16,64,21,18,16,14,18,73,203,21
Panthers,Beau,Sandland,TE,85,65,81,86,78,81,46,77,79,26,21,21,19,73,60,33,84,18,90,86,89,68,59,74,57,58,61,57,62,61,57,57,17,17,33,37,22,14,21,73,66,54,27,17,55,22,20,16,22,24,76,253,23
Texans,Tom,Savage,QB,3,65,73,82,64,62,55,25,64,93,73,15,18,18,12,19,68,10,90,90,76,48,39,60,42,48,52,18,18,18,12,12,10,10,19,12,25,13,19,15,15,15,12,10,15,78,74,70,65,75,76,228,26
Browns,Joe,Schobert,ROLB,53,65,80,87,76,79,60,54,42,23,24,21,18,33,37,70,84,10,91,86,92,30,29,33,36,26,31,31,44,44,44,44,60,59,72,81,60,66,74,29,31,17,76,42,22,6,6,6,6,6,73,244,22
Bills,Sammy,Seamster,CB,44,65,90,89,58,93,49,49,60,21,24,15,16,45,45,57,86,45,92,87,75,40,64,60,25,70,72,45,45,45,45,45,42,44,40,70,49,78,74,42,35,22,44,81,35,6,6,6,6,6,72,205,25
Buccaneers,Russell,Shepard,WR,89,65,88,89,44,90,52,78,70,68,56,25,24,58,45,35,91,76,93,87,73,60,72,78,54,77,87,56,54,55,45,45,10,10,43,59,25,18,26,67,80,63,15,15,75,54,55,52,40,50,73,195,25
Ravens,Za'Darius,Smith,ROLB,90,65,81,84,78,71,64,40,45,19,16,15,21,45,45,80,78,10,88,84,87,29,11,19,35,15,20,45,45,45,45,45,79,54,80,76,64,25,35,15,15,15,83,20,15,6,6,6,6,6,76,275,23
Vikings,Shamar,Stephen,DT,93,65,63,77,85,61,61,35,40,21,14,11,12,45,45,79,78,10,90,80,86,31,10,15,19,10,10,45,45,45,45,45,77,49,77,79,61,15,25,15,15,15,68,12,15,6,6,6,6,6,77,310,25
Saints,Tony,Steward,ROLB,97,65,84,89,81,83,61,59,65,25,25,22,20,45,45,77,84,10,74,86,76,45,35,41,47,45,49,45,45,45,45,45,53,59,65,78,61,57,63,39,35,15,82,49,25,6,6,6,6,6,72,241,23
Redskins,Nate,Sudfeld,QB,2,65,75,79,67,61,51,23,69,93,70,24,21,21,17,30,67,11,90,92,85,26,32,48,27,24,29,23,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,78,74,72,69,76,78,235,22
Bears,Will,Sutton,LE,93,65,59,80,82,55,74,40,45,14,13,17,11,45,45,72,77,10,87,77,74,25,19,20,35,20,10,45,45,45,45,45,78,60,75,76,74,15,23,15,15,15,81,10,15,6,6,6,6,6,72,315,24
Saints,Tyrus,Thompson,LT,74,65,61,75,88,67,49,27,40,11,11,15,12,74,79,32,79,10,83,68,61,19,15,10,10,10,10,66,76,68,87,76,10,10,25,30,28,12,13,15,15,15,20,10,15,6,6,6,6,6,77,330,24
Vikings,Justin,Trattou,LE,94,65,78,85,75,73,62,38,35,35,30,25,25,45,45,71,83,10,87,75,76,44,35,25,39,32,32,45,45,45,45,45,77,63,70,69,62,28,41,15,10,10,73,40,12,6,6,6,6,6,76,258,28
Jaguars,Jordan,Tripp,LOLB,58,65,83,89,71,85,61,67,65,29,15,19,19,45,45,75,88,15,90,85,88,55,35,45,47,35,45,45,45,45,45,45,72,66,65,71,61,59,74,39,45,10,69,65,12,6,6,6,6,6,75,240,25
Colts,Mitchell,Van Dyk,RT,79,65,66,76,75,65,52,60,64,17,24,20,21,83,69,35,75,10,92,82,84,15,10,15,10,10,10,76,89,77,75,66,10,10,25,31,10,12,12,47,55,35,15,10,54,6,6,6,6,6,79,299,25
Bengals,Nick,Vigil,MLB,59,65,83,86,66,78,60,55,40,23,33,23,26,31,29,87,83,12,90,86,91,29,31,36,41,24,33,30,45,45,45,45,60,64,74,79,60,53,72,29,26,15,79,57,20,5,5,5,5,5,74,239,23
Steelers,Cody,Wallace,C,72,65,61,77,84,54,78,40,45,30,30,25,25,69,70,30,49,10,94,77,90,20,12,10,30,10,10,76,82,74,79,70,10,10,20,30,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,296,31
Titans,Aaron,Wallace,ROLB,52,65,86,88,81,86,50,45,40,25,19,14,12,29,20,75,84,10,88,84,82,24,33,32,29,28,36,29,45,45,45,45,76,73,71,78,50,53,61,20,15,15,78,20,30,6,6,6,6,6,75,240,23
Ravens,Darren,Waller,WR,84,65,90,90,64,84,62,77,70,35,33,22,14,57,44,32,87,22,91,84,80,69,53,69,67,72,68,56,57,55,45,43,10,10,35,37,15,10,20,83,79,53,15,15,77,15,10,6,6,10,78,245,23
Steelers,Greg,Warren,C,60,65,64,67,75,58,79,27,7,14,11,13,13,69,75,55,52,10,85,85,79,20,18,10,10,10,10,74,74,69,78,75,10,10,35,35,13,25,15,15,15,15,49,10,15,8,8,8,8,8,75,252,34
Lions,Dwayne,Washington,HB,36,65,90,90,75,89,57,62,72,29,22,20,22,30,48,27,86,77,81,86,70,52,73,72,80,70,77,31,56,55,66,64,20,20,27,31,35,18,25,41,47,62,30,15,51,25,23,20,19,24,73,226,23
Steelers,Donald,Washington,CB,30,65,84,87,58,86,62,39,55,22,22,20,20,45,45,63,97,28,93,87,72,36,76,44,25,70,75,45,45,45,45,45,46,48,50,69,62,70,73,35,45,16,60,63,30,5,5,5,5,5,73,197,30
Bears,Jason,Weaver,LT,78,65,56,77,88,53,57,27,40,11,11,15,12,77,74,33,66,10,88,78,79,24,11,15,10,10,10,69,83,68,85,73,10,10,25,30,28,12,13,15,15,15,20,10,15,5,5,5,5,5,77,305,27
Panthers,Joe,Webb,QB,14,65,87,89,64,93,68,71,77,89,66,25,24,31,25,33,95,75,88,85,72,65,77,72,35,76,85,30,40,30,30,20,10,10,25,47,15,15,20,74,62,49,12,10,68,73,70,72,45,79,76,235,29
Bengals,Christian,Westerman,LG,63,65,68,80,84,75,58,28,29,24,21,20,20,75,74,31,61,9,89,87,84,33,20,23,30,18,17,73,80,78,77,76,12,13,29,27,19,12,14,14,14,13,36,8,15,6,6,6,6,6,75,298,23
49ers,DeAndrew,White,WR,18,65,90,92,55,93,62,79,68,34,32,21,20,45,32,25,86,75,71,88,72,33,84,87,40,86,92,44,45,47,35,34,10,10,25,34,24,18,25,62,67,74,15,10,49,15,10,6,6,10,72,192,24
Vikings,Melvin,White,CB,31,65,87,82,63,85,60,63,62,35,35,25,25,45,45,65,83,45,92,88,76,35,60,45,25,75,70,45,45,45,45,45,44,54,61,76,60,70,80,55,50,45,58,71,30,6,6,6,6,6,73,215,26
Jets,Kyle,Williams,WR,18,65,88,88,42,93,70,73,53,24,16,21,18,36,24,25,88,79,72,86,55,27,90,76,29,84,88,46,26,25,19,19,10,10,35,42,24,12,17,83,69,71,15,15,58,15,10,6,6,10,70,186,28
Lions,Antwione,Williams,MLB,52,65,79,84,74,78,59,50,33,18,29,22,29,27,20,83,83,10,91,87,90,30,35,22,28,14,42,27,45,45,45,45,57,62,77,82,59,62,70,15,15,15,84,54,20,6,6,6,6,6,75,239,23
Rams,Darrell,Williams,LT,63,65,56,77,75,64,57,34,62,30,30,25,25,75,78,37,67,10,90,81,73,35,25,30,33,25,35,72,74,78,78,85,10,10,25,24,17,15,20,25,20,15,37,10,35,6,6,6,6,6,76,301,23
Chiefs,Ramik,Wilson,MLB,53,65,84,88,75,74,68,53,60,25,25,20,20,45,45,85,85,10,92,82,77,39,21,25,42,15,35,45,45,45,45,45,64,53,65,73,68,51,61,15,15,15,79,67,25,6,6,6,6,6,74,237,24
Giants,Kerry,Wynn,LE,72,65,72,88,86,56,61,39,35,19,19,27,24,45,45,78,81,10,94,75,78,12,11,15,10,10,10,45,45,45,45,45,72,54,82,82,61,25,35,12,10,10,81,10,12,6,6,6,6,6,77,264,25
Steelers,Jordan,Zumwalt,ROLB,49,65,80,88,63,74,62,56,45,25,25,20,20,45,45,77,82,10,85,82,74,35,33,45,44,35,30,45,45,45,45,45,72,55,69,83,62,52,68,25,22,15,89,44,12,6,6,6,6,6,76,235,24
49ers,Busta,Anderson,TE,83,64,81,86,62,83,45,72,68,35,35,30,30,66,54,42,84,35,69,84,72,59,73,74,62,72,80,63,59,60,55,54,10,10,33,45,20,15,20,74,68,66,12,18,71,15,10,6,6,10,76,246,23
Raiders,George,Atkinson III,HB,34,64,88,91,71,87,56,60,76,35,33,20,22,45,50,35,90,79,93,85,67,69,73,65,68,73,71,49,45,44,45,47,30,30,35,35,35,18,25,62,63,52,35,15,65,35,35,25,23,25,73,218,23
Cardinals,Matt,Barkley,QB,9,64,73,77,63,64,51,35,73,84,79,25,25,20,19,25,72,10,87,95,87,32,37,63,44,60,61,30,35,30,30,20,10,10,28,35,15,15,20,12,10,10,12,10,12,84,76,71,77,79,74,227,25
Bears,Lamin,Barrow,MLB,57,64,84,88,76,86,58,50,60,25,25,20,20,45,45,78,85,10,93,87,77,20,17,10,25,10,15,45,45,45,45,45,59,45,75,81,58,58,68,35,34,15,84,44,25,6,6,6,6,6,73,237,25
Broncos,Kapri,Bibbs,HB,35,64,83,88,73,84,51,50,75,15,15,15,15,46,47,35,79,60,92,91,76,81,62,84,73,72,71,54,50,47,45,45,10,10,35,33,22,13,16,45,49,39,20,20,52,35,30,20,15,15,71,203,23
Colts,Josh,Boyce,WR,17,64,91,89,70,89,51,72,72,40,35,30,30,55,37,35,85,56,90,90,86,69,65,73,54,82,83,49,47,45,44,42,10,10,37,30,20,12,35,81,79,62,12,15,74,15,10,6,6,10,71,205,25
Colts,Quan,Bray,WR,11,64,89,91,62,87,62,74,70,38,28,26,28,42,40,39,83,86,87,87,72,35,77,78,43,77,81,43,42,45,44,42,10,10,35,40,20,11,20,72,79,64,12,19,55,25,20,15,10,15,70,182,23
Rams,Christian,Bryant,SS,24,64,87,86,63,85,51,56,58,30,28,45,35,45,45,67,85,45,79,88,75,35,61,65,39,55,54,45,45,45,45,45,44,50,58,79,51,62,74,45,42,20,78,63,20,6,6,6,6,6,70,198,24
Falcons,De'Vondre,Campbell,MLB,59,64,85,87,70,87,52,55,45,24,21,20,20,29,23,83,83,10,90,86,85,28,31,41,33,28,31,28,45,45,45,45,66,75,77,81,52,63,73,48,45,18,79,37,12,6,6,6,6,6,76,232,23
Cardinals,Marqui,Christian,SS,25,64,88,94,67,88,47,63,63,26,22,23,19,24,20,74,85,35,89,88,84,46,60,66,54,60,69,29,45,45,45,45,26,29,52,76,47,62,70,41,42,15,81,64,15,6,6,6,6,6,71,196,21
Lions,Brandon,Copeland,LOLB,51,64,86,86,82,83,56,54,57,25,25,20,20,45,45,73,84,10,87,86,74,36,44,48,32,62,64,45,45,45,45,45,78,58,69,74,56,53,62,40,35,15,74,42,25,6,6,6,6,6,75,248,25
Cowboys,Jack,Crawford,DT,58,64,78,85,69,65,71,35,40,19,20,15,15,45,45,76,82,10,84,75,92,30,29,21,10,10,10,45,45,45,45,45,75,50,71,75,71,22,35,15,10,10,74,10,12,6,6,6,6,6,77,288,27
Broncos,Todd,Davis,MLB,51,64,76,84,78,75,65,53,65,25,24,22,18,45,45,83,85,10,94,84,87,50,32,19,35,33,34,45,45,45,45,45,62,53,76,73,65,55,61,33,20,15,76,51,20,6,6,6,6,6,73,230,24
Giants,Geremy,Davis,WR,18,64,89,91,75,91,48,84,64,35,32,20,20,52,45,37,87,52,83,87,70,65,64,70,61,70,72,54,53,52,45,45,10,10,29,39,25,20,25,74,80,53,15,15,79,24,22,20,22,19,74,216,24
Packers,Trevor,Davis,WR,11,64,92,93,61,91,58,77,63,24,20,24,24,46,38,22,93,81,88,92,71,26,72,81,37,74,83,27,35,34,33,32,15,20,40,35,15,15,20,82,71,63,15,15,59,10,10,10,10,10,73,188,23
Browns,Seth,DeValve,TE,87,64,83,90,75,86,48,72,74,29,20,21,21,63,53,39,92,10,88,86,80,70,53,71,71,69,70,60,64,60,60,55,20,20,33,42,15,12,14,71,64,58,15,10,66,15,10,6,6,10,76,245,23
Rams,Andrew,Donnal,RG,64,64,61,73,77,61,63,40,40,30,30,25,25,75,73,30,80,10,84,81,87,25,11,10,35,10,10,74,80,76,75,65,25,10,20,20,15,12,15,15,15,15,25,10,15,6,6,6,6,6,78,316,24
Browns,Spencer,Drango,RG,66,64,63,77,83,74,57,27,30,30,30,25,25,75,73,33,79,10,91,84,92,31,20,21,32,16,21,76,81,77,82,78,26,18,24,30,18,12,15,20,18,17,33,10,15,6,6,6,6,6,78,320,23
Buccaneers,Donteea,Dye Jr.,WR,17,64,91,91,69,90,58,75,71,34,29,21,15,53,47,48,91,60,90,87,71,44,78,78,64,79,82,41,54,53,45,48,10,10,29,41,30,26,29,76,77,59,12,10,52,21,19,15,15,27,72,195,23
Jaguars,Kadeem,Edwards,LG,73,64,63,77,86,56,47,52,50,35,32,25,21,82,76,42,76,11,93,79,75,25,11,10,10,10,10,69,88,79,76,68,10,10,40,39,10,12,12,15,15,15,20,10,15,6,6,6,6,6,76,313,25
Raiders,Jon,Feliciano,LG,76,64,62,74,81,51,65,35,40,23,40,22,17,74,76,41,75,14,90,79,88,25,11,14,38,11,12,64,84,75,76,66,10,10,29,25,10,12,12,12,10,10,35,10,12,6,6,6,6,6,76,323,25
Broncos,James,Ferentz,C,53,64,65,78,79,58,52,26,40,15,27,24,20,74,79,40,67,10,90,84,88,30,20,10,10,10,10,84,71,75,77,85,10,10,36,35,25,14,14,12,10,10,12,10,12,6,6,6,6,6,74,285,27
Titans,David,Fluellen,HB,32,64,81,85,67,88,50,52,77,45,40,20,22,45,47,39,87,65,85,89,84,83,59,82,74,76,73,50,44,44,48,47,30,30,35,35,35,18,25,52,51,41,35,15,59,40,35,33,33,40,71,224,24
Panthers,David,Foucault,LT,63,64,62,74,81,68,60,40,35,14,15,22,24,77,72,32,75,10,92,73,75,25,10,10,10,10,10,72,73,75,75,77,10,10,13,21,27,16,12,15,15,15,20,15,19,6,6,6,6,6,80,315,27
Lions,Adam,Fuehne,TE,86,64,72,86,76,78,45,77,73,30,29,21,19,71,61,36,78,18,90,88,87,62,46,63,59,58,63,66,42,30,57,57,17,17,34,38,22,14,21,68,74,57,33,17,60,15,10,6,6,10,79,255,23
Titans,Andy,Gallik,C,69,64,55,72,86,53,68,30,40,31,29,16,12,72,71,35,77,10,92,85,87,21,11,10,10,10,10,81,75,68,85,74,10,10,29,35,26,11,19,15,15,15,20,10,15,6,6,6,6,6,74,306,24
Dolphins,Shamiel,Gary,SS,27,64,88,88,75,81,49,59,62,25,25,25,25,45,45,69,88,10,90,87,81,42,37,59,42,57,62,43,45,45,45,45,41,47,58,76,49,72,68,59,48,36,74,67,12,6,6,6,6,6,72,217,26
Falcons,Laurence,Gibson,LT,66,64,71,83,76,65,52,35,46,13,14,16,11,73,78,42,83,10,93,78,71,35,15,15,20,10,10,73,70,74,75,84,10,10,35,32,28,12,13,15,25,15,33,10,15,6,6,6,6,6,78,315,25
Eagles,Najee,Goode,MLB,52,64,85,87,65,71,65,49,60,20,20,20,14,45,45,74,87,10,88,85,78,35,21,15,25,10,24,45,45,45,45,45,70,50,71,78,65,71,67,12,10,10,79,44,12,6,6,6,6,6,72,244,27
Colts,Kevin,Graf,LT,66,64,69,80,85,54,52,22,40,31,16,27,15,75,72,44,69,10,92,78,74,15,10,10,10,10,10,79,78,82,72,69,45,40,22,29,21,7,16,15,15,15,35,10,15,6,6,6,6,6,78,309,25
Saints,Garrett,Grayson,QB,18,64,81,82,52,72,54,28,57,89,76,10,9,19,17,21,82,8,83,89,80,27,38,58,39,55,60,19,24,24,29,29,15,15,26,35,11,9,7,10,10,10,6,5,10,74,73,71,72,75,74,220,25
Bills,Ryan,Groy,RG,72,64,65,80,82,59,58,20,35,20,12,12,15,72,76,33,66,10,88,78,76,15,11,10,10,10,10,76,74,76,83,78,10,10,33,30,10,12,12,12,10,10,12,10,12,6,6,6,6,6,77,320,25
Packers,LaDarius,Gunter,CB,36,64,88,90,64,88,53,64,64,35,30,19,22,45,45,69,83,35,91,86,76,51,54,65,42,60,65,45,45,45,45,45,42,54,61,75,53,68,76,60,45,25,70,84,45,6,6,6,6,6,74,201,24
Bears,Deiondre',Hall,CB,32,64,88,88,63,94,47,72,63,27,26,18,17,18,13,56,91,78,88,89,77,26,72,70,29,66,74,21,43,44,43,44,33,42,63,74,47,79,73,49,41,37,77,73,27,6,6,6,6,6,74,199,22
Dolphins,Matt,Hazel,WR,15,64,88,93,54,88,55,77,72,23,21,21,21,42,37,27,87,65,91,88,69,39,72,75,44,74,73,40,42,42,30,30,10,10,41,42,28,10,22,73,75,64,15,15,71,15,10,6,6,10,73,202,24
Texans,Akeem,Hunt,HB,33,64,92,92,67,89,59,61,74,30,30,25,25,27,42,31,93,83,87,90,76,31,69,78,52,79,87,24,42,40,35,39,10,10,11,40,20,15,20,52,62,59,20,20,51,25,20,15,15,15,70,190,23
Browns,Cam,Johnson,LOLB,57,64,79,86,72,77,55,40,37,33,30,22,21,45,45,78,86,10,76,87,80,25,15,22,10,40,26,45,45,45,45,45,81,58,79,72,55,51,60,44,59,39,82,24,60,6,6,6,6,6,75,260,26
Jets,Taiwan,Jones,MLB,49,64,76,84,83,71,61,49,59,24,12,15,17,40,40,84,83,10,90,83,89,55,43,44,29,39,46,45,45,45,45,45,72,59,79,68,61,54,62,35,45,16,88,10,12,6,6,6,6,6,75,252,22
Vikings,Jayron,Kearse,SS,27,64,85,88,72,83,49,69,72,27,27,21,18,27,20,69,82,42,91,88,86,45,72,76,53,57,76,28,43,43,44,43,29,33,56,78,49,62,76,53,48,20,76,60,23,15,10,10,15,15,76,216,22
Jaguars,Ben,Koyack,TE,83,64,79,84,68,80,44,77,70,25,24,11,14,78,67,40,79,25,91,86,75,53,47,63,55,59,55,69,67,70,67,69,44,50,48,52,25,20,25,70,73,42,45,25,63,35,30,25,25,21,77,255,23
Bears,Nick,Kwiatkoski,MLB,44,64,81,87,73,87,54,58,42,25,29,22,29,28,26,84,83,12,90,85,84,31,26,37,33,26,36,37,45,45,45,45,63,56,78,84,54,57,65,20,24,15,79,37,15,6,6,6,6,6,74,243,23
Seahawks,Kenny,Lawler,WR,11,64,86,89,53,90,55,80,69,25,23,23,22,47,36,26,88,65,89,88,85,25,64,75,38,74,78,25,44,44,36,34,11,11,23,33,21,16,24,81,79,69,15,16,65,15,10,5,5,10,74,203,22
Rams,Deon,Long,WR,87,64,88,89,65,87,46,81,69,35,30,25,24,35,34,34,84,67,82,87,85,42,64,72,51,73,74,44,42,44,35,38,10,10,35,39,15,15,20,71,82,62,12,20,79,25,20,15,10,15,72,192,25
Cowboys,Joe,Looney,C,73,64,69,75,82,59,63,35,40,19,24,17,35,76,70,31,71,10,85,83,90,16,11,10,10,10,10,79,85,75,78,68,10,10,25,34,22,13,18,15,15,15,35,10,15,6,6,6,6,6,75,315,26
Browns,Ricardo,Louis,WR,80,64,91,90,70,89,53,77,63,32,27,23,22,47,40,22,89,75,89,90,82,29,81,77,40,73,84,22,44,44,36,34,11,11,36,37,21,16,24,82,76,64,15,16,59,15,10,6,6,10,73,215,22
Dolphins,Jordan,Lucas,CB,21,64,91,93,66,88,49,65,62,22,22,21,21,22,18,68,89,50,87,87,77,51,62,55,51,67,69,34,45,45,45,45,30,30,48,76,49,72,75,31,38,20,84,66,15,6,6,6,6,6,72,201,23
Cardinals,Gabe,Martin,ROLB,50,64,84,88,75,77,52,59,56,27,26,28,28,45,45,81,88,29,87,83,88,45,35,44,43,38,42,45,45,45,45,45,63,73,66,75,52,55,64,25,24,13,76,45,12,6,6,6,6,6,74,235,24
Jets,Ronald,Martin,FS,42,64,85,89,62,82,54,57,51,24,25,26,19,45,45,67,87,55,86,90,84,44,51,52,54,55,62,45,45,45,45,45,60,59,68,67,54,60,71,40,40,20,77,71,25,6,6,6,6,6,74,220,23
Panthers,David,Mayo,MLB,55,64,81,87,75,74,59,61,55,25,29,22,29,45,45,85,84,10,78,84,82,45,32,39,50,33,35,45,45,45,45,45,61,54,79,85,59,50,55,20,24,15,73,39,15,6,6,6,6,6,74,245,22
Dolphins,Chris,McCain,RE,58,64,82,84,59,83,59,67,64,24,12,15,17,45,45,66,81,10,93,85,72,50,35,34,29,39,45,45,45,45,45,45,68,83,60,84,59,64,73,45,45,10,73,55,12,6,6,6,6,6,77,250,24
Cardinals,Antoine,McClain,RG,60,64,51,67,81,54,62,45,45,30,30,25,25,77,72,35,74,10,85,82,81,20,10,10,30,10,10,76,81,74,70,65,10,10,20,29,15,12,15,15,15,15,20,10,15,6,6,6,6,6,77,336,26
Raiders,Matt,McGloin,QB,14,64,74,76,55,68,69,35,65,79,74,22,15,21,19,23,71,10,92,88,75,35,32,65,30,55,57,21,21,21,19,19,10,10,23,25,32,10,31,15,15,15,12,10,15,82,75,70,71,76,73,210,26
Bills,Jonathan,Meeks,SS,36,64,85,84,67,90,49,57,65,25,25,25,25,45,45,65,83,10,93,89,79,45,40,62,45,60,65,45,45,45,45,45,49,52,67,80,49,68,74,50,44,35,72,75,12,6,6,6,6,6,72,209,26
Bears,Cameron,Meredith,WR,81,64,89,93,66,85,55,74,68,29,25,18,18,47,45,35,89,20,87,88,85,54,64,75,52,75,71,49,40,45,45,40,10,10,40,30,30,19,22,77,79,68,15,15,64,15,10,6,6,10,75,200,23
Chiefs,Trey,Millard,FB,40,64,84,83,69,74,45,61,81,30,30,25,25,66,67,20,75,40,84,87,80,78,50,75,77,65,70,67,65,68,66,68,10,10,11,10,20,15,20,65,66,52,20,20,65,20,15,10,10,10,74,247,25
Patriots,Keavon,Milton,RT,74,64,70,82,67,79,55,72,70,25,25,35,31,76,74,57,76,10,92,81,67,73,59,68,71,66,65,75,72,75,70,73,65,52,55,70,39,25,35,71,75,60,62,10,78,15,10,6,6,10,76,320,26
Colts,Tevin,Mitchel,CB,43,64,90,90,62,90,54,59,63,30,30,15,15,45,45,38,86,50,77,88,69,22,69,55,24,67,72,45,45,45,45,45,24,28,35,52,54,72,79,62,51,20,35,45,25,6,6,6,6,6,72,190,24
Vikings,Zach,Moore,LE,91,64,76,87,78,75,49,35,35,11,20,22,21,45,45,74,81,10,92,76,78,29,11,10,10,10,10,45,45,45,45,45,69,77,77,79,49,32,35,12,10,10,79,10,12,6,6,6,6,6,78,280,25
